day,date,time,operator,branch,driver,temperature,bill,pizzas,free_wine,got_wine,discount_customer
Wednesday,28-May-14,3.206.049.563,Melissa,West,Salvatore,5.952.568.319,41.9,3,0,0,0
Wednesday,28-May-14,2.640.207.388,Melissa,West,Salvatore,7.030.618.339,40.4,3,0,0,0
Wednesday,28-May-14,2.575.863.392,Melissa,East,Mario,743.841.598,28.3,1,0,0,0
Wednesday,28-May-14,305.843.502,Laura,West,Salvatore,59.520.659,35.5,2,0,0,1
Wednesday,28-May-14,2.616.330.265,Melissa,East,Mario,6.729.201.694,23.9,2,0,0,0
Wednesday,28-May-14,3.448.334.416,Laura,West,Salvatore,6.749.210.717,30,4,0,0,0
Wednesday,28-May-14,3.160.580.449,Melissa,West,Mario,6.288.425.932,62.7,1,0,0,0
Wednesday,28-May-14,3.644.019.323,Melissa,East,Mario,6.229.787.883,39.5,6,0,0,1
Wednesday,28-May-14,3.697.781.432,Laura,West,Salvatore,5.442.797.083,44,4,0,0,0
Wednesday,28-May-14,3.737.288.691,Melissa,Centre,Salvatore,5.972.322.437,50.8,5,0,0,0
Wednesday,28-May-14,407.783.463,Melissa,West,Mario,5.989.239.584,43.5,3,1,0,0
Wednesday,28-May-14,3.201.098.187,Laura,East,Mario,6.997.111.894,60.2,3,0,0,0
Wednesday,28-May-14,3.260.540.895,Laura,West,Salvatore,6.195.382.866,41.4,4,0,0,0
Wednesday,28-May-14,370.166.916,Laura,Centre,Mario,5.285.055.749,45.9,2,0,0,0
Wednesday,28-May-14,3.152.532.782,Melissa,Centre,Salvatore,6.478.125.694,50,3,0,0,1
Wednesday,28-May-14,3.994.816.444,Laura,West,Mario,6.238.141.763,59.1,2,0,0,1
Wednesday,28-May-14,3.685.718.378,Laura,East,Salvatore,6.957.950.138,35.5,2,0,0,0
Wednesday,28-May-14,428.829.082,Melissa,West,Salvatore,6.514.616.944,60.1,5,1,1,0
Wednesday,28-May-14,417.360.208,Melissa,East,Salvatore,7.397.053.963,47,1,1,1,0
Wednesday,28-May-14,2.812.826.976,Melissa,West,Mario,6.903.051.893,26,1,0,0,0
Wednesday,28-May-14,3.172.827.897,Melissa,East,Mario,5.732.433.537,31.6,3,0,0,0
Wednesday,28-May-14,2.197.454.696,Laura,East,Mario,7.460.988.423,41.8,3,0,0,0
Wednesday,28-May-14,3.116.199.379,Melissa,West,Salvatore,6.659.709.634,53.8,4,0,0,1
Wednesday,28-May-14,3.656.133.144,Laura,West,Mario,571.018.408,46.3,2,0,0,0
Wednesday,28-May-14,4.286.941.535,Laura,West,Mario,6.144.756.177,55.9,5,1,0,1
Wednesday,28-May-14,3.810.503.135,Laura,Centre,Salvatore,6.316.312.833,44.1,4,0,0,0
Wednesday,28-May-14,3.347.041.186,Melissa,Centre,Salvatore,6.688.564.669,55.1,3,0,0,1
Wednesday,28-May-14,3.562.032.531,Laura,East,Mario,6.459.097.971,40.1,1,0,0,0
Wednesday,28-May-14,2.808.710.083,Melissa,West,Salvatore,5.859.862.009,57.1,3,0,0,0
Wednesday,28-May-14,3.226.720.037,Laura,Centre,Salvatore,5.594.985.493,44,3,0,0,0
Wednesday,28-May-14,22.136.143,Melissa,East,Mario,6.833.854.667,33.4,1,0,0,0
Thursday,29-May-14,4.482.017.525,Laura,West,Salvatore,624.376.407,39.4,7,1,0,0
Thursday,29-May-14,432.228.197,Laura,Centre,Salvatore,5.434.430.374,47.3,6,1,1,1
Thursday,29-May-14,2.936.724.705,Laura,West,Salvatore,7.302.461.112,35.9,3,0,0,1
Thursday,29-May-14,4.871.367.293,Laura,West,Salvatore,5.399.073.893,48.1,3,1,1,0
Thursday,29-May-14,2.846.076.206,Melissa,West,Salvatore,6.781.585.129,58.7,2,0,0,0
Thursday,29-May-14,2.613.746.501,Laura,West,Bruno,7.316.741.863,38.4,2,0,0,0
Thursday,29-May-14,3.437.977.201,Melissa,East,Bruno,6.328.763.072,30.9,1,0,0,0
Thursday,29-May-14,4.140.784.989,Melissa,Centre,Bruno,5.809.931.489,59.5,2,1,1,0
Thursday,29-May-14,4.042.022.034,Laura,West,Salvatore,6.743.688.846,49.1,2,1,1,0
Thursday,29-May-14,2.863.640.057,Melissa,East,Salvatore,6.689.817.753,35.9,1,0,0,0
Thursday,29-May-14,4.293.830.996,Melissa,Centre,Bruno,5.894.606.813,56.5,5,1,1,0
Thursday,29-May-14,3.511.431.678,Melissa,West,Mario,6.730.987.492,41.6,1,0,0,0
Thursday,29-May-14,2.328.542.033,Melissa,East,Mario,7.051.541.047,29.1,2,0,0,0
Thursday,29-May-14,3.670.816.358,Laura,East,Bruno,592.464.169,48,6,0,0,0
Thursday,29-May-14,3.427.482.923,Melissa,Centre,Salvatore,5.639.207.197,38,4,0,0,0
Thursday,29-May-14,5.106.535.681,Laura,Centre,Mario,5.390.839.399,40.5,3,1,1,0
Thursday,29-May-14,3.209.643.685,Laura,East,Bruno,6.328.586.255,28.4,2,0,0,0
Thursday,29-May-14,3.765.403.359,Laura,East,Mario,5.433.088.123,58.8,4,0,0,0
Thursday,29-May-14,334.140.973,Laura,East,Mario,5.510.390.159,57.7,2,0,0,0
Thursday,29-May-14,3.883.087.728,Laura,Centre,Mario,4.175.871.798,46.7,5,0,0,0
Thursday,29-May-14,2.550.140.273,Melissa,Centre,Mario,6.750.809.736,45.4,2,0,0,0
Thursday,29-May-14,3.559.266.972,Laura,West,Salvatore,6.329.889.776,65.2,3,0,0,0
Thursday,29-May-14,4.252.331.846,Melissa,East,Bruno,5.897.484.244,38.8,2,1,1,0
Thursday,29-May-14,3.467.454.003,Melissa,East,Salvatore,5.383.018.055,63.1,3,0,0,1
Thursday,29-May-14,2.130.978.178,Laura,East,Mario,7.399.176.636,21.1,1,0,0,0
Thursday,29-May-14,3.003.151.194,Melissa,East,Salvatore,6.407.178.433,35,2,0,0,1
Thursday,29-May-14,4.259.004.115,Laura,West,Salvatore,6.479.296.694,38.9,2,1,0,0
Thursday,29-May-14,3.041.941.004,Melissa,Centre,Salvatore,7.169.446.318,45.6,4,0,0,1
Thursday,29-May-14,3.395.472.158,Laura,West,Bruno,6.806.220.517,43.1,2,0,0,0
Thursday,29-May-14,4.229.501.262,Laura,West,Mario,5.883.347.547,57.5,2,1,0,1
Thursday,29-May-14,3.838.811.327,Melissa,East,Salvatore,6.574.854.932,48.5,4,0,0,0
Thursday,29-May-14,3.267.645.138,Melissa,Centre,Salvatore,6.604.544.173,46.3,1,0,0,0
Thursday,29-May-14,4.246.395.344,Laura,Centre,Bruno,5.783.441.449,55.1,4,1,1,0
Thursday,29-May-14,2.817.734.867,Laura,Centre,Bruno,5.229.620.524,44,2,0,0,0
Thursday,29-May-14,3.438.189.507,Laura,West,Salvatore,6.462.840.046,50,2,0,0,0
Thursday,29-May-14,3.997.948.394,Laura,Centre,Mario,6.059.968.246,56.7,5,0,0,0
Thursday,29-May-14,4.107.294.367,Laura,Centre,Salvatore,4.849.579.951,49.7,4,1,1,0
Friday,30-May-14,4.337.574.045,Laura,Centre,Luigi,6.559.961.553,45.6,2,1,1,0
Friday,30-May-14,4.440.559.619,Melissa,Centre,Bruno,6.888.023.837,44.3,3,1,1,1
Friday,30-May-14,4.241.497.595,Melissa,East,Bruno,6.017.873.858,39.6,3,1,1,0
Friday,30-May-14,378.124.091,Laura,East,Mario,6.254.267.269,44.6,2,0,0,1
Friday,30-May-14,3.134.118.638,Melissa,West,Mario,6.640.110.444,48.2,3,0,0,0
Friday,30-May-14,2.741.501.443,Melissa,East,Salvatore,7.098.772.314,35,1,0,0,0
Friday,30-May-14,3.534.335.053,Melissa,East,Bruno,6.117.183.162,19.1,3,0,0,0
Friday,30-May-14,3.639.508.621,Laura,Centre,Bruno,6.423.070.543,63.1,2,0,0,0
Friday,30-May-14,4.269.087.841,Laura,Centre,Bruno,5.901.789.419,36.2,2,1,1,0
Friday,30-May-14,3.581.381.634,Melissa,West,Bruno,6.059.232.145,50.1,2,0,0,0
Friday,30-May-14,3.136.047.191,Melissa,East,Mario,668.584.442,32.7,2,0,0,0
Friday,30-May-14,3.618.009.664,Laura,West,Bruno,6.353.478.721,59.3,7,0,0,0
Friday,30-May-14,2.384.094.588,Melissa,East,Luigi,7.019.584.084,28.2,2,0,0,1
Friday,30-May-14,354.156.368,Melissa,East,Bruno,5.822.502.432,38.1,5,0,0,0
Friday,30-May-14,4.474.765.544,Melissa,Centre,Bruno,5.309.317.588,54.7,2,1,1,0
Friday,30-May-14,265.080.109,Laura,East,Luigi,7.275.365.367,22.3,2,0,0,0
Friday,30-May-14,2.983.393.489,Melissa,Centre,Mario,6.086.646.201,38.9,1,0,0,0
Friday,30-May-14,2.264.008.792,Melissa,East,Mario,7.589.256.081,18.9,1,0,0,1
Friday,30-May-14,454.886.327,Melissa,Centre,Bruno,6.496.798.181,49.6,2,1,1,0
Friday,30-May-14,333.335.073,Laura,West,Salvatore,7.287.414.115,44.2,2,0,0,1
Friday,30-May-14,3.496.333.342,Melissa,East,Salvatore,6.125.585.089,50.3,2,0,0,1
Friday,30-May-14,2.246.552.209,Laura,East,Salvatore,7.646.743.383,32.6,1,0,0,0
Friday,30-May-14,4.368.105.952,Melissa,Centre,Luigi,636.284.954,35.1,5,1,1,1
Friday,30-May-14,2.837.367.168,Melissa,Centre,Bruno,6.832.205.785,41.6,2,0,0,1
Friday,30-May-14,4.042.854.748,Laura,West,Bruno,6.396.718.332,40.2,3,1,1,0
Friday,30-May-14,3.009.631.574,Laura,West,Mario,5.628.485.825,33.4,3,0,0,0
Friday,30-May-14,2.359.396.072,Laura,East,Bruno,6.762.244.842,23.8,1,0,0,0
Friday,30-May-14,3.356.752.564,Melissa,Centre,Salvatore,5.297.321.355,52.4,4,0,0,0
Friday,30-May-14,2.995.781.202,Laura,East,Mario,6.493.696.346,43.8,3,0,0,0
Friday,30-May-14,3.227.218.816,Laura,East,Luigi,6.114.746.255,34.9,3,0,0,1
Friday,30-May-14,3.079.278.885,Laura,East,Luigi,7.174.179.121,28,1,0,0,1
Friday,30-May-14,3.983.162.029,Melissa,East,Bruno,6.490.900.548,61.4,3,0,0,0
Friday,30-May-14,2.842.583.341,Melissa,Centre,Mario,6.084.652.409,36,2,0,0,0
Friday,30-May-14,2.633.128.506,Melissa,West,Mario,4.898.510.771,36.7,1,0,0,0
Friday,30-May-14,3.317.860.505,Laura,West,Bruno,5.699.453.524,31,2,0,0,0
Friday,30-May-14,3.180.846.391,Melissa,East,Mario,5.372.355.951,30,3,0,0,0
Friday,30-May-14,3.051.772.807,Melissa,East,Salvatore,7.104.987.313,46.3,2,0,0,0
Friday,30-May-14,3.667.964.236,Melissa,Centre,Bruno,6.029.811.203,45.1,3,0,0,0
Friday,30-May-14,2.833.914.932,Laura,East,Mario,6.701.691.859,25.6,3,0,0,0
Friday,30-May-14,361.041.696,Melissa,West,Salvatore,5.838.010.937,49.6,3,0,0,0
Friday,30-May-14,3.176.415.913,Melissa,East,Bruno,7.127.257.666,24.5,4,0,0,0
Friday,30-May-14,3.755.363.156,Melissa,East,Mario,6.374.899.683,42.1,3,0,0,0
Friday,30-May-14,2.696.190.475,Melissa,East,Salvatore,7.525.619.415,28,3,0,0,0
Friday,30-May-14,470.367.896,Laura,Centre,Luigi,5.520.428.068,41.6,4,1,1,0
Friday,30-May-14,3.522.976.187,Laura,West,Mario,7.128.608.316,27.4,4,0,0,0
Friday,30-May-14,2.442.573.923,Laura,East,Luigi,5.805.840.084,31.8,2,0,0,1
Friday,30-May-14,3.473.326.582,Laura,Centre,Bruno,5.905.501.101,43.4,4,0,0,0
Friday,30-May-14,3.692.408.346,Laura,East,Salvatore,6.284.586.005,15.6,1,0,0,1
Saturday,31-May-14,2.880.367.253,Melissa,East,Luigi,5.049.106.234,29.8,1,0,0,0
Saturday,31-May-14,2.957.178.748,Melissa,Centre,Domenico,708.499.476,33.8,1,0,0,1
Saturday,31-May-14,3.167.634.938,Melissa,West,Domenico,7.029.796.955,59.7,3,0,0,0
Saturday,31-May-14,2.376.736.407,Melissa,West,Domenico,7.349.470.262,23,1,0,0,0
Saturday,31-May-14,2.570.024.418,Laura,East,Domenico,7.328.314.113,35.6,2,0,0,0
Saturday,31-May-14,4.112.205.985,Melissa,Centre,Salvatore,6.344.371.266,52.2,4,1,1,0
Saturday,31-May-14,3.265.653.294,Laura,East,Mario,7.021.312.018,42.3,4,0,0,0
Saturday,31-May-14,2.848.066.138,Melissa,West,Luigi,6.825.216.088,37.2,1,0,0,0
Saturday,31-May-14,4.727.931.651,Melissa,West,Bruno,5.948.804.891,42.7,3,1,1,0
Saturday,31-May-14,2.957.619.891,Melissa,East,Salvatore,6.002.763.659,36.7,2,0,0,1
Saturday,31-May-14,3.807.306.134,Melissa,Centre,Mario,4.997.441.417,38.4,4,0,0,0
Saturday,31-May-14,3.212.349.363,Melissa,East,Mario,6.740.751.779,46.4,2,0,0,1
Saturday,31-May-14,3.521.648.653,Melissa,West,Luigi,6.150.980.987,37,2,0,0,1
Saturday,31-May-14,2.735.947.939,Laura,Centre,Domenico,5.794.544.796,53,2,0,0,1
Saturday,31-May-14,3.066.684.341,Melissa,Centre,Bruno,6.687.234.103,53.8,3,0,0,1
Saturday,31-May-14,2.745.496.807,Melissa,East,Luigi,636.322.133,47.7,2,0,0,0
Saturday,31-May-14,2.578.478.294,Laura,East,Luigi,6.331.682.015,43.5,5,0,0,1
Saturday,31-May-14,3.489.259.242,Laura,West,Mario,7.072.375.569,31.5,2,0,0,0
Saturday,31-May-14,3.528.230.067,Melissa,West,Luigi,5.728.017.869,54.5,3,0,0,0
Saturday,31-May-14,2.809.136.431,Laura,East,Mario,6.920.633.433,45.1,2,0,0,1
Saturday,31-May-14,4.725.235.565,Laura,Centre,Bruno,5.779.677.375,39.9,7,1,1,1
Saturday,31-May-14,3.772.636.397,Laura,Centre,Bruno,6.042.161.818,58.1,3,0,0,0
Saturday,31-May-14,4.347.906.544,Melissa,West,Domenico,5.593.895.095,28.7,3,1,0,0
Saturday,31-May-14,3.572.672.597,Melissa,East,Luigi,6.988.778.845,32,3,0,0,1
Saturday,31-May-14,2.131.446.976,Laura,East,Domenico,7.490.202.413,29.7,5,0,0,1
Saturday,31-May-14,3.673.513.203,Laura,West,Salvatore,5.615.431.496,55.1,7,0,0,0
Saturday,31-May-14,3.059.713.561,Laura,West,Domenico,6.624.100.496,58.6,2,0,0,0
Saturday,31-May-14,3.961.529.277,Laura,West,Luigi,6.080.230.978,39.2,1,0,0,0
Saturday,31-May-14,3.521.520.472,Laura,Centre,Salvatore,56.303.326,47.1,4,0,0,0
Saturday,31-May-14,3.063.879.126,Laura,East,Domenico,6.667.234.923,25.2,1,0,0,0
Saturday,31-May-14,3.435.696.524,Laura,Centre,Bruno,6.116.477.299,50.4,3,0,0,0
Saturday,31-May-14,3.423.362.218,Laura,West,Bruno,6.691.445.619,52,7,0,0,1
Saturday,31-May-14,378.667.824,Melissa,West,Bruno,5.622.961.843,55.8,6,0,0,0
Saturday,31-May-14,4.086.871.724,Laura,West,Luigi,6.563.442.266,37.2,3,1,1,0
Saturday,31-May-14,4.231.476.716,Laura,Centre,Salvatore,6.635.178.894,48.5,4,1,1,0
Saturday,31-May-14,2.913.345.891,Laura,East,Salvatore,6.144.568.284,38.9,2,0,0,0
Saturday,31-May-14,4.241.926.415,Melissa,Centre,Salvatore,6.476.122.543,52.9,4,1,1,1
Saturday,31-May-14,2.636.247.216,Laura,Centre,Domenico,6.616.404.123,45.6,2,0,0,0
Saturday,31-May-14,3.432.362.687,Laura,Centre,Luigi,4.716.328.757,71.3,4,0,0,1
Saturday,31-May-14,3.917.277.862,Laura,East,Domenico,5.404.255.428,31.4,3,0,0,0
Saturday,31-May-14,3.629.089.329,Melissa,West,Salvatore,5.727.153.985,40,2,0,0,0
Saturday,31-May-14,4.290.127.718,Melissa,Centre,Bruno,559.646.694,49.8,4,1,1,1
Saturday,31-May-14,3.863.942.013,Laura,West,Mario,6.312.642.423,46.7,4,0,0,0
Saturday,31-May-14,3.381.297.061,Laura,East,Domenico,5.630.272.745,32,1,0,0,0
Saturday,31-May-14,3.314.008.002,Laura,Centre,Luigi,5.797.716.815,45.7,3,0,0,1
Saturday,31-May-14,3.688.054.621,Laura,Centre,Salvatore,52.795.834,39,5,0,0,1
Saturday,31-May-14,3.573.753.383,Melissa,West,Bruno,5.864.275.877,42.7,3,0,0,0
